釟	BA	20
軷	BA	19
拔	BA	18
覇	BA	17
疤	BA	16
跁	BA	15
扒	BA	14
芭	BA	13
罢	BA	12
霸	BA	11
鼥	BA	10
靶	BA	9
叭	BA	8
坝	BA	7
耙	BA	6
钯	BA	5
粑	BA	4
笆	BA	3
罷	BA	2
茇	BA	1
蚆	BA
胈	BA
羓	BA
朳	BA
妭	BA
㔜	BA
㖠	BA
㞎	BA
㧊	BA
㶚	BA
䃻	BA
䆉	BA
䇑	BA
䎬	BA
䎱	BA
䟦	BA
䥯	BA
䩗	BA
䩻	BA
䰾	BA
䱝	BA
䳁	BA
䳊	BA
丷	BA
仈	BA
叐	BA
哵	BA
垻	BA
壩	BA
夿	BA
峇	BA
弝	BA
抜	BA
柭	BA
欛	BA
炦	BA
犮	BA
玐	BA
癹	BA
皅	BA
矲	BA
詙	BA
豝	BA
鈀	BA
颰	BA
魞	BA
鮁	BA
捭	BAI	17
白	BAI	16
粺	BAI	15
摆	BAI	14
襬	BAI	13
拜	BAI	12
贁	BAI	11
百	BAI	10
伯	BAI	9
败	BAI	8
柏	BAI	7
薭	BAI	6
掰	BAI	5
佰	BAI	4
稗	BAI	3
敗	BAI	2
唄	BAI	1
㓦	BAI
㗑	BAI
㗗	BAI
㠔	BAI
㧳	BAI
㼟	BAI
㼣	BAI
㿟	BAI
䒔	BAI
䙓	BAI
䢙	BAI
䳆	BAI
䴽	BAI
庍	BAI
拝	BAI
挀	BAI
擺	BAI
栢	BAI
猈	BAI
瓸	BAI
竡	BAI
粨	BAI
絔	BAI
韛	BAI
半	BAN	23
办	BAN	22
搬	BAN	21
舨	BAN	20
班	BAN	19
般	BAN	18
螁	BAN	17
跘	BAN	16
板	BAN	15
版	BAN	14
伴	BAN	13
扮	BAN	12
斑	BAN	11
绊	BAN	10
拌	BAN	9
颁	BAN	8
扳	BAN	7
坂	BAN	6
瓣	BAN	5
阪	BAN	4
癍	BAN	3
瘢	BAN	2
钣	BAN	1
攽	BAN
柈	BAN
昄	BAN
湴	BAN
靽	BAN
㚘	BAN
㩯	BAN
㪵	BAN
㸞	BAN
䉽	BAN
䕰	BAN
䬳	BAN
坢	BAN
姅	BAN
岅	BAN
怑	BAN
搫	BAN
斒	BAN
朌	BAN
瓪	BAN
秚	BAN
粄	BAN
絆	BAN
肦	BAN
蝂	BAN
螌	BAN
褩	BAN
辦	BAN
辬	BAN
鈑	BAN
鉡	BAN
闆	BAN
頒	BAN
魬	BAN
鳻	BAN
帮	BANG	20
棒	BANG	19
蒡	BANG	18
稖	BANG	17
磅	BANG	16
绑	BANG	15
艕	BANG	14
蛖	BANG	13
镑	BANG	12
邫	BANG	11
邦	BANG	10
榜	BANG	9
傍	BANG	8
梆	BANG	7
蚌	BANG	6
浜	BANG	5
膀	BANG	4
綁	BANG	3
髈	BANG	2
谤	BANG	1
玤	BANG
搒	BANG
塝	BANG
㔙	BANG
㭋	BANG
㮄	BANG
㯁	BANG
㾦	BANG
䂜	BANG
䎧	BANG
䖫	BANG
䟺	BANG
䧛	BANG
䰷	BANG
垹	BANG
幇	BANG
幚	BANG
幫	BANG
挷	BANG
捠	BANG
牓	BANG
硥	BANG
縍	BANG
蜯	BANG
謗	BANG
鎊	BANG
鞤	BANG
雹	BAO	37
龅	BAO	36
褓	BAO	35
鸨	BAO	34
包	BAO	33
趵	BAO	32
抱	BAO	31
菢	BAO	30
賲	BAO	29
报	BAO	28
袌	BAO	27
保	BAO	26
爆	BAO	25
窇	BAO	24
笣	BAO	23
宝	BAO	22
饱	BAO	21
暴	BAO	20
薄	BAO	19
剥	BAO	18
堡	BAO	17
藵	BAO	16
鲍	BAO	15
炮	BAO	14
豹	BAO	13
刨	BAO	12
煲	BAO	11
胞	BAO	10
曝	BAO	9
苞	BAO	8
孢	BAO	7
褒	BAO	6
瀑	BAO	5
葆	BAO	4
報	BAO	3
犳	BAO	2
鮑	BAO	1
枹	BAO
㙅	BAO
㙸	BAO
㫧	BAO
㲏	BAO
㲒	BAO
㵡	BAO
㻄	BAO
㿺	BAO
䈏	BAO
䎂	BAO
䤖	BAO
䥤	BAO
䨌	BAO
䨔	BAO
䪨	BAO
䭋	BAO
䳈	BAO
䳰	BAO
䴐	BAO
佨	BAO
儤	BAO
剝	BAO
勹	BAO
勽	BAO
嚗	BAO
堢	BAO
媬	BAO
宲	BAO
寚	BAO
寳	BAO
寶	BAO
忁	BAO
怉	BAO
曓	BAO
犦	BAO
珤	BAO
緥	BAO
蕔	BAO
虣	BAO
蚫	BAO
裦	BAO
襃	BAO
鉋	BAO
鑤	BAO
铇	BAO
闁	BAO
靌	BAO
飹	BAO
飽	BAO
駂	BAO
骲	BAO
髱	BAO
鳵	BAO
鴇	BAO
齙	BAO
被	BEI	31
杯	BEI	30
惫	BEI	29
狈	BEI	28
陂	BEI	27
碚	BEI	26
鞴	BEI	25
鐾	BEI	24
褙	BEI	23
鹎	BEI	22
誖	BEI	21
邶	BEI	20
背	BEI	19
倍	BEI	18
骳	BEI	17
藣	BEI	16
北	BEI	15
贝	BEI	14
备	BEI	13
呗	BEI	12
臂	BEI	11
辈	BEI	10
卑	BEI	9
悲	BEI	8
孛	BEI	7
碑	BEI	6
悖	BEI	5
蓓	BEI	4
焙	BEI	3
钡	BEI	2
輩	BEI	1
棓	BEI
糒	BEI
琲	BEI
椑	BEI
鞁	BEI
𬇙	BEI
㓈	BEI
㔨	BEI
㛝	BEI
㣁	BEI
㤳	BEI
㰆	BEI
㶔	BEI
㷶	BEI
㸢	BEI
㸬	BEI
㸽	BEI
㻗	BEI
㼎	BEI
㽡	BEI
㾱	BEI
䁅	BEI
䋳	BEI
䔒	BEI
䠙	BEI
䡶	BEI
䩀	BEI
䰽	BEI
俻	BEI
偝	BEI
偹	BEI
備	BEI
僃	BEI
愂	BEI
憊	BEI
揹	BEI
昁	BEI
杮	BEI
柸	BEI
桮	BEI
梖	BEI
棑	BEI
牬	BEI
犕	BEI
狽	BEI
珼	BEI
盃	BEI
禙	BEI
箄	BEI
苝	BEI
蛽	BEI
諀	BEI
貝	BEI
軰	BEI
郥	BEI
鄁	BEI
鉳	BEI
鋇	BEI
鞞	BEI
鵯	BEI
本	BEN	11
夯	BEN	10
畚	BEN	9
坌	BEN	8
翉	BEN	7
笨	BEN	6
奔	BEN	5
苯	BEN	4
贲	BEN	3
喯	BEN	2
锛	BEN	1
犇	BEN
倴	BEN
栟	BEN
㡷	BEN
㤓	BEN
㨧	BEN
㮺	BEN
㱵	BEN
䬱	BEN
夲	BEN
奙	BEN
捹	BEN
撪	BEN
桳	BEN
楍	BEN
泍	BEN
渀	BEN
漰	BEN
炃	BEN
蟦	BEN
賁	BEN
逩	BEN
錛	BEN
跰	BENG	13
蹦	BENG	12
崩	BENG	11
鞛	BENG	10
绷	BENG	9
嘣	BENG	8
泵	BENG	7
甭	BENG	6
絣	BENG	5
嗙	BENG	4
迸	BENG	3
镚	BENG	2
甏	BENG	1
琫	BENG
祊	BENG
㑟	BENG
㱶	BENG
㷯	BENG
䋽	BENG
䙀	BENG
䨻	BENG
䩬	BENG
䭰	BENG
䳞	BENG
伻	BENG
埄	BENG
埲	BENG
塴	BENG
奟	BENG
嵭	BENG
揼	BENG
琣	BENG
甮	BENG
痭	BENG
綳	BENG
繃	BENG
菶	BENG
逬	BENG
鏰	BENG
閍	BENG
比	BI	89
闭	BI	88
陛	BI	87
匕	BI	86
裨	BI	85
愎	BI	84
蓖	BI	83
跸	BI	82
薜	BI	81
笔	BI	80
嬖	BI	79
畀	BI	78
髀	BI	77
濞	BI	76
荸	BI	75
妣	BI	74
萆	BI	73
襞	BI	72
荜	BI	71
逼	BI	70
舭	BI	69
芘	BI	68
狴	BI	67
禆	BI	66
邲	BI	65
閟	BI	64
聛	BI	63
躄	BI	62
貏	BI	61
滗	BI	60
苾	BI	59
庳	BI	58
觱	BI	57
诐	BI	56
箅	BI	55
粊	BI	54
螕	BI	53
鶝	BI	52
綼	BI	51
袐	BI	50
蜌	BI	49
鲾	BI	48
鼊	BI	47
鐴	BI	46
必	BI	45
髲	BI	44
粃	BI	43
罼	BI	42
繴	BI	41
毙	BI	40
赑	BI	39
佛	BI	38
饆	BI	37
鼻	BI	36
避	BI	35
毕	BI	34
秘	BI	33
碧	BI	32
駜	BI	31
哔	BI	30
鷩	BI	29
壁	BI	28
縪	BI	27
币	BI	26
彼	BI	25
庇	BI	24
驆	BI	23
屄	BI	22
吡	BI	21
弊	BI	20
辟	BI	19
泌	BI	18
蔽	BI	17
敝	BI	16
鄙	BI	15
俾	BI	14
璧	BI	13
鮅	BI	12
筆	BI	11
篦	BI	10
毖	BI	9
斃	BI	8
铋	BI	7
痹	BI	6
弼	BI	5
筚	BI	4
婢	BI	3
秕	BI	2
幣	BI	1
皕	BI
咇	BI
沘	BI
珌	BI
佖	BI
馝	BI
坒	BI
㓖	BI
㗉	BI
㗊	BI
㘠	BI
㘩	BI
㙄	BI
㚕	BI
㚰	BI
㠲	BI
㡀	BI
㡙	BI
㢰	BI
㢶	BI
㢸	BI
㧙	BI
㪏	BI
㪤	BI
㮰	BI
㮿	BI
㯇	BI
㱸	BI
㳼	BI
㵥	BI
㵨	BI
㹃	BI
㻫	BI
㻶	BI
㿫	BI
䀣	BI
䁹	BI
䃾	BI
䄶	BI
䇷	BI
䉾	BI
䊧	BI
䋔	BI
䌟	BI
䎵	BI
䏢	BI
䏶	BI
䕗	BI
䖩	BI
䘡	BI
䟆	BI
䟤	BI
䠋	BI
䣥	BI
䦘	BI
䧗	BI
䨆	BI
䩛	BI
䪐	BI
䫁	BI
䫾	BI
䬛	BI
䭮	BI
䮡	BI
䯗	BI
䵄	BI
佊	BI
偪	BI
啚	BI
嗶	BI
堛	BI
夶	BI
奰	BI
妼	BI
娝	BI
嬶	BI
崥	BI
幤	BI
廦	BI
弻	BI
彃	BI
怭	BI
怶	BI
愊	BI
旇	BI
朇	BI
朼	BI
柀	BI
柲	BI
梐	BI
楅	BI
榌	BI
毞	BI
毴	BI
湢	BI
滭	BI
潷	BI
煏	BI
熚	BI
獘	BI
獙	BI
畁	BI
畐	BI
畢	BI
疕	BI
疪	BI
痺	BI
皀	BI
睤	BI
稫	BI
笓	BI
箆	BI
篳	BI
紕	BI
紴	BI
翍	BI
肶	BI
胇	BI
腷	BI
萞	BI
蓽	BI
襅	BI
襣	BI
詖	BI
豍	BI
貱	BI
贔	BI
蹕	BI
躃	BI
鄨	BI
鄪	BI
鉍	BI
鎞	BI
鏎	BI
閇	BI
閈	BI
閉	BI
闬	BI
鞸	BI
韠	BI
飶	BI
魓	BI
鰏	BI
鵖	BI
鷝	BI
变	BIAN	37
匾	BIAN	36
弁	BIAN	35
遍	BIAN	34
砭	BIAN	33
笾	BIAN	32
苄	BIAN	31
鳊	BIAN	30
边	BIAN	29
褊	BIAN	28
窆	BIAN	27
碥	BIAN	26
缏	BIAN	25
釆	BIAN	24
便	BIAN	23
忭	BIAN	22
编	BIAN	21
邉	BIAN	20
籓	BIAN	19
覍	BIAN	18
箯	BIAN	17
扁	BIAN	16
辩	BIAN	15
艑	BIAN	14
覵	BIAN	13
辨	BIAN	12
鞭	BIAN	11
辫	BIAN	10
贬	BIAN	9
彼岸	BIAN	8
卞	BIAN	7
邊	BIAN	6
蝙	BIAN	5
汴	BIAN	4
煸	BIAN	3
編	BIAN	2
辺	BIAN	1
昪	BIAN
抃	BIAN
萹	BIAN
币安	BIAN
狴犴	BIAN
弊案	BIAN
㝸	BIAN
㣐	BIAN
㦚	BIAN
㭓	BIAN
㲢	BIAN
㳎	BIAN
㴜	BIAN
㵷	BIAN
㺹	BIAN
䁵	BIAN
䉸	BIAN
䒪	BIAN
䛒	BIAN
䡢	BIAN
䪻	BIAN
変	BIAN
峅	BIAN
徧	BIAN
惼	BIAN
揙	BIAN
汳	BIAN
炞	BIAN
牑	BIAN
猵	BIAN
獱	BIAN
玣	BIAN
甂	BIAN
疺	BIAN
稨	BIAN
籩	BIAN
糄	BIAN
緶	BIAN
臱	BIAN
藊	BIAN
諚	BIAN
變	BIAN
貶	BIAN
辡	BIAN
辧	BIAN
辮	BIAN
辯	BIAN
鍽	BIAN
閞	BIAN
鞕	BIAN
鯾	BIAN
鯿	BIAN
鴘	BIAN
鶣	BIAN
骠	BIAO	25
鳔	BIAO	24
髟	BIAO	23
贆	BIAO	22
飑	BIAO	21
麃	BIAO	20
表	BIAO	19
磦	BIAO	18
臕	BIAO	17
颩	BIAO	16
标	BIAO	15
脿	BIAO	14
藨	BIAO	13
諘	BIAO	12
飙	BIAO	11
镖	BIAO	10
彪	BIAO	9
飚	BIAO	8
裱	BIAO	7
镳	BIAO	6
婊	BIAO	5
膘	BIAO	4
杓	BIAO	3
俵	BIAO	2
飆	BIAO	1
摽	BIAO
瘭	BIAO
熛	BIAO
儦	BIAO
骉	BIAO
瀌	BIAO
幖	BIAO
㟽	BIAO
㠒	BIAO
㧼	BIAO
㯱	BIAO
㯹	BIAO
䔸	BIAO
䞄	BIAO
䮽	BIAO
僄	BIAO
墂	BIAO
嫑	BIAO
標	BIAO
檦	BIAO
淲	BIAO
滮	BIAO
灬	BIAO
爂	BIAO
猋	BIAO
穮	BIAO
篻	BIAO
膔	BIAO
褾	BIAO
謤	BIAO
錶	BIAO
鏢	BIAO
鑣	BIAO
颮	BIAO
颷	BIAO
飇	BIAO
飈	BIAO
飊	BIAO
驫	BIAO
别	BIE	7
鼈	BIE	6
莂	BIE	5
憋	BIE	4
瘪	BIE	3
鳖	BIE	2
蹩	BIE	1
癿	BIE
㢼	BIE
㿜	BIE
䉲	BIE
䋢	BIE
䏟	BIE
䠥	BIE
䭱	BIE
別	BIE
彆	BIE
徶	BIE
癟	BIE
虌	BIE
蛂	BIE
蟞	BIE
襒	BIE
鱉	BIE
龞	BIE
斌	BIN	22
缤	BIN	21
膑	BIN	20
玢	BIN	19
豳	BIN	18
镔	BIN	17
邠	BIN	16
鬂	BIN	15
宾	BIN	14
砏	BIN	13
彬	BIN	12
滨	BIN	11
鬓	BIN	10
摈	BIN	9
槟	BIN	8
傧	BIN	7
汃	BIN	6
賓	BIN	5
濒	BIN	4
殡	BIN	3
髌	BIN	2
瀕	BIN	1
㻞	BIN
䐔	BIN
䚔	BIN
儐	BIN
擯	BIN
梹	BIN
椕	BIN
檳	BIN
殯	BIN
濱	BIN
濵	BIN
瑸	BIN
璸	BIN
繽	BIN
臏	BIN
虨	BIN
豩	BIN
賔	BIN
鑌	BIN
霦	BIN
頻	BIN
顮	BIN
髕	BIN
髩	BIN
鬢	BIN
并	BING	20
病	BING	19
邴	BING	18
竝	BING	17
冰	BING	16
饼	BING	15
兵	BING	14
鈵	BING	13
柄	BING	12
鉼	BING	11
丙	BING	10
屏	BING	9
禀	BING	8
摒	BING	7
秉	BING	6
炳	BING	5
餠	BING	4
蛃	BING	3
並	BING	2
棅	BING	1
昺	BING
㨀	BING
䈂	BING
䋑	BING
䓑	BING
䗒	BING
䴵	BING
仌	BING
仒	BING
併	BING
倂	BING
偋	BING
傡	BING
冫	BING
垪	BING
寎	BING
屛	BING
幷	BING
庰	BING
怲	BING
抦	BING
掤	BING
昞	BING
栤	BING
氷	BING
琕	BING
眪	BING
稟	BING
窉	BING
苪	BING
誁	BING
鋲	BING
陃	BING
靐	BING
鞆	BING
餅	BING
鮩	BING
簸	BO	43
渤	BO	42
饽	BO	41
礴	BO	40
鹁	BO	39
亳	BO	38
鲌	BO	37
檗	BO	36
髆	BO	35
駮	BO	34
踣	BO	33
镈	BO	32
艴	BO	31
波	BO	30
拨	BO	29
艊	BO	28
播	BO	27
鑮	BO	26
蚾	BO	25
博	BO	24
蹳	BO	23
穛	BO	22
髉	BO	21
勃	BO	20
搏	BO	19
泊	BO	18
卜	BO	17
玻	BO	16
啵	BO	15
跛	BO	14
钵	BO	13
驳	BO	12
铂	BO	11
脖	BO	10
箔	BO	9
膊	BO	8
钹	BO	7
蕃	BO	6
擘	BO	5
帛	BO	4
菠	BO	3
舶	BO	2
擗	BO	1
僰	BO
砵	BO
哱	BO
嶓	BO
浡	BO
馞	BO
欂	BO
袯	BO
𬭛	BO
㖕	BO
㗘	BO
㝿	BO
㟑	BO
㩧	BO
㩭	BO
㪍	BO
㬍	BO
㬧	BO
㱟	BO
㴾	BO
㶿	BO
㹀	BO
䂍	BO
䊿	BO
䍨	BO
䍸	BO
䑈	BO
䒄	BO
䗚	BO
䙏	BO
䞳	BO
䟛	BO
䢌	BO
䢪	BO
䥬	BO
䪇	BO
䪬	BO
䫊	BO
䬪	BO
䭦	BO
䭯	BO
䮀	BO
䮂	BO
䯋	BO
䰊	BO
䵗	BO
䶈	BO
仢	BO
侼	BO
僠	BO
噃	BO
壆	BO
孹	BO
彴	BO
愽	BO
懪	BO
挬	BO
撥	BO
檘	BO
殕	BO
淿	BO
溊	BO
煿	BO
牔	BO
狛	BO
猼	BO
瓝	BO
瓟	BO
癶	BO
癷	BO
皪	BO
盋	BO
碆	BO
礡	BO
秡	BO
簙	BO
糪	BO
缽	BO
肑	BO
胉	BO
苩	BO
萡	BO
葧	BO
蔔	BO
蘗	BO
袰	BO
袹	BO
襏	BO
襮	BO
謈	BO
譒	BO
郣	BO
鈸	BO
鉑	BO
鉢	BO
鋍	BO
鎛	BO
餑	BO
餺	BO
馎	BO
馛	BO
駁	BO
驋	BO
鱍	BO
鵓	BO
不	BU	28
部	BU	27
步	BU	26
卟	BU	25
醭	BU	24
瓿	BU	23
蔀	BU	22
鯆	BU	21
篰	BU	20
布	BU	19
补	BU	18
鵏	BU	17
捕	BU	16
鳪	BU	15
簿	BU	14
踄	BU	13
钚	BU	12
怖	BU	11
钸	BU	10
埔	BU	9
咘	BU	8
哺	BU	7
埠	BU	6
逋	BU	5
晡	BU	4
鈈	BU	3
佈	BU	2
歩	BU	1
埗	BU
𬷕	BU
㘵	BU
㙛	BU
㚴	BU
㨐	BU
㳍	BU
㻉	BU
㾟	BU
䀯	BU
䊇	BU
䋠	BU
䍌	BU
䏽	BU
䑰	BU
䒈	BU
䝵	BU
䪁	BU
䪔	BU
䬏	BU
䳝	BU
䴝	BU
䴺	BU
勏	BU
吥	BU
婄	BU
峬	BU
庯	BU
廍	BU
悑	BU
抪	BU
捗	BU
捬	BU
柨	BU
歨	BU
箁	BU
荹	BU
補	BU
誧	BU
轐	BU
郶	BU
鈽	BU
錻	BU
餔	BU
餢	BU
鸔	BU
擦	CA	3
礤	CA	2
嚓	CA	1
䟃	CA
䵽	CA
囃	CA
攃	CA
礸	CA
遪	CA
才	CAI	14
猜	CAI	13
菜	CAI	12
綵	CAI	11
縩	CAI	10
踩	CAI	9
彩	CAI	8
采	CAI	7
财	CAI	6
裁	CAI	5
材	CAI	4
蔡	CAI	3
睬	CAI	2
採	CAI	1
偲	CAI
㒲	CAI
㥒	CAI
䌨	CAI
䌽	CAI
䐆	CAI
䞗	CAI
䣋	CAI
䰂	CAI
䴭	CAI
倸	CAI
啋	CAI
埰	CAI
婇	CAI
寀	CAI
扐	CAI
揌	CAI
棌	CAI
毝	CAI
纔	CAI
財	CAI
跴	CAI
粲	CAN	15
骖	CAN	14
黪	CAN	13
篸	CAN	12
惨	CAN	11
餐	CAN	10
残	CAN	9
参	CAN	8
惭	CAN	7
蚕	CAN	6
灿	CAN	5
慘	CAN	4
璨	CAN	3
叅	CAN	2
燦	CAN	1
䅟	CAN
㘔	CAN
㛑	CAN
㜗	CAN
㣓	CAN
㥇	CAN
㦧	CAN
㨻	CAN
㱚	CAN
㺑	CAN
㻮	CAN
㽩	CAN
㿊	CAN
䍼	CAN
䏼	CAN
䑶	CAN
䗝	CAN
䗞	CAN
䘉	CAN
䙁	CAN
䛹	CAN
䝳	CAN
䣟	CAN
䫮	CAN
䬫	CAN
䱗	CAN
䳻	CAN
傪	CAN
儏	CAN
參	CAN
叄	CAN
喰	CAN
嘇	CAN
囋	CAN
嬠	CAN
慙	CAN
慚	CAN
憯	CAN
摲	CAN
摻	CAN
朁	CAN
殘	CAN
湌	CAN
澯	CAN
爘	CAN
穇	CAN
薒	CAN
蝅	CAN
蠶	CAN
蠺	CAN
謲	CAN
鏒	CAN
飡	CAN
驂	CAN
黲	CAN
藏	CANG	9
伧	CANG	8
篬	CANG	7
鸧	CANG	6
螥	CANG	5
舱	CANG	4
仓	CANG	3
苍	CANG	2
沧	CANG	1
㵴	CANG
㶓	CANG
䅮	CANG
䢢	CANG
仺	CANG
倉	CANG
傖	CANG
凔	CANG
匨	CANG
嵢	CANG
欌	CANG
滄	CANG
濸	CANG
獊	CANG
瑲	CANG
艙	CANG
蒼	CANG
賶	CANG
鑶	CANG
鶬	CANG
操	CAO	14
螬	CAO	13
艚	CAO	12
蓸	CAO	11
鼜	CAO	10
草	CAO	9
槽	CAO	8
曹	CAO	7
艸	CAO	6
糙	CAO	5
艹	CAO	4
肏	CAO	3
嘈	CAO	2
漕	CAO	1
屮	CAO
芔	CAO
㜖	CAO
㯥	CAO
㿷	CAO
䄚	CAO
䎭	CAO
䏆	CAO
䐬	CAO
䒑	CAO
傮	CAO
嶆	CAO
愺	CAO
慅	CAO
慒	CAO
懆	CAO
撡	CAO
曺	CAO
褿	CAO
襙	CAO
鄵	CAO
鏪	CAO
騲	CAO
粣	CE	15
笧	CE	14
萗	CE	13
箣	CE	12
蓛	CE	11
侧	CE	10
测	CE	9
册	CE	8
厕	CE	7
策	CE	6
恻	CE	5
側	CE	4
廁	CE	3
冊	CE	2
筴	CE	1
㥽	CE
㨲	CE
㩍	CE
䇲	CE
䈟	CE
䊂	CE
䔴	CE
䜺	CE
厠	CE
夨	CE
惻	CE
憡	CE
拺	CE
敇	CE
測	CE
畟	CE
筞	CE
簎	CE
荝	CE
萴	CE
岑	CEN	2
涔	CEN	1
㞥	CEN
㻸	CEN
䃡	CEN
䅾	CEN
䤁	CEN
䨙	CEN
䫈	CEN
䯔	CEN
䲋	CEN
埁	CEN
嵾	CEN
汵	CEN
笒	CEN
曾	CENG	4
层	CENG	3
蹭	CENG	2
噌	CENG	1
嶒	CENG
㣒	CENG
㬝	CENG
䁬	CENG
䉕	CENG
層	CENG
曽	CENG
橧	CENG
竲	CENG
驓	CENG
查	CHA	28
槎	CHA	27
姹	CHA	26
汊	CHA	25
锸	CHA	24
馇	CHA	23
差	CHA	22
艖	CHA	21
猹	CHA	20
蹅	CHA	19
镲	CHA	18
詧	CHA	17
茶	CHA	16
插	CHA	15
臿	CHA	14
叉	CHA	13
秅	CHA	12
察	CHA	11
茬	CHA	10
刹	CHA	9
岔	CHA	8
搽	CHA	7
碴	CHA	6
喳	CHA	5
诧	CHA	4
衩	CHA	3
杈	CHA	2
檫	CHA	1
垞	CHA
侘	CHA
嵖	CHA
㛳	CHA
㛼	CHA
㢉	CHA
㢎	CHA
㢒	CHA
㣾	CHA
㤞	CHA
㪯	CHA
㫅	CHA
䁟	CHA
䆛	CHA
䊬	CHA
䑘	CHA
䒲	CHA
䓭	CHA
䕓	CHA
䟕	CHA
䡨	CHA
䤩	CHA
䰈	CHA
䲦	CHA
䶪	CHA
仛	CHA
偛	CHA
剎	CHA
嗏	CHA
奼	CHA
扠	CHA
扱	CHA
挿	CHA
捈	CHA
揷	CHA
摖	CHA
査	CHA
疀	CHA
紁	CHA
芆	CHA
訍	CHA
詫	CHA
銟	CHA
鍤	CHA
鎈	CHA
鑔	CHA
靫	CHA
餷	CHA
