не	191
на	180
что	188
быть	163
он	182
это	174
как	186
то	173
этот	160
по	192
но	178
они	169
мы	148
она	167
который	171
из	191
свой	154
вы	133
весь	141
за	181
для	187
от	187
так	173
мочь
все	168
ты	131
же	176
год	170
человек	171
один	165
такой	146
тот	153
или	180
если	157
только	171
его	186
бы	157
себя	162
время	179
когда	166
еще
уже	165
другой	152
сказать	132
до	182
мой	120
наш	120
чтобы	165
говорить	130
самый	142
знать	124
вот	131
очень	161
нет	150
кто	147
при	178
да	136
стать	142
день	157
первый	158
даже	159
можно	164
жизнь	152
во	176
ни	156
сам	151
дело	142
два	162
новый	149
раз	159
хотеть	78
должен	150
ли	144
какой	127
со	170
там	152
их	175
много	153
работа	142
иметь	140
после	174
где	171
вопрос	141
рука	117
город	164
ее
под	100
каждый	145
слово	142
место	162
без	140
ну	101
ребенок
просто	146
более	172
друг	148
большой	150
надо	133
чем	161
ваш	101
сделать	141
идти	125
здесь	153
делать	132
сейчас	143
россия	130
видеть	128
потом	144
ничто	108
через	165
мир	146
теперь	144
несколько	165
думать	112
потому	145
случай	131
сторона	129
хороший	116
тоже	142
глаз	129
тогда	151
тут	132
дом	147
страна	128
об	158
сила	130
последний	142
работать	143
также	180
лицо	133
жить	132
часть	166
хотя	156
женщина	128
система	150
всегда	149
являться	113
вид	149
голова	123
проблема	126
конец	136
ведь	126
между	168
конечно	126
смотреть	118
пока	146
отношение	135
получить	141
дать	132
русский	147
три	158
второй	157
именно	150
перед	155
лишь	160
образ	137
понять	125
деньги	137
поэтому	151
почему	125
понимать	115
любой	139
однако	162
хорошо	146
никто	131
час	130
начать	129
найти	140
считать	137
взять	130
над	161
земля	126
сегодня	136
вообще	140
книга	140
пойти	118
возможность	149
некоторый	111
оказаться	114
прийти	112
компания	146
история	141
любить	106
высокий	128
нужно	138
почти	155
остаться	122
твой	100
результат	134
больше	154
например	160
право	147
группа	154
писать	129
сидеть	102
путь	142
машина	129
что-то	126
находиться	123
увидеть	131
война	142
казаться	96
стоять	109
имя	155
решить	121
никогда	143
стоить	93
маленький	122
ответ	135
вода	131
решение	148
бог	120
совсем	134
язык	151
далеко	132
нужный	99
давать	121
ответить	109
полный	130
российский	147
народ	134
власть	146
сразу	146
уровень	140
выйти	128
ночь	137
пора	103
часто	157
спросить	93
развитие	147
программа	135
начало	146
никакой	122
оно	146
главный	142
дверь	119
вместе	161
момент	152
закон	135
число	155
цель	132
принять	135
следующий	139
написать	118
отец	145
правда	128
нога	103
старый	124
помощь	141
информация	133
уж	117
тысяча	101
про	151
подобный	112
разный	97
общий	129
месяц	131
пройти	126
кроме	149
минута	95
мало	138
всё	153
процесс	144
ситуация	144
смочь
автор	145
начинать	105
форма	138
голос	127
многий
собственный	128
мысль	124
свет	138
качество	126
школа	142
всякий	113
действие	140
мужчина	118
область	150
внимание	145
следовать	115
использовать	146
дорога	138
связь	138
марк	116
взгляд	124
условие	116
молодой	133
скоро	127
снова	146
любовь	134
основной	142
становиться	108
важный	120
ждать	113
вдруг	118
игра	140
читать	121
статья	127
организация	138
средство	129
существовать	123
душа	119
пытаться	102
тело	138
